index,seed,family,n,m,delta,Delta,gamma,furones_size,furones_valid,ratio,tau,rho_n,within_rho,optimal
1255,2255,perfect_code_perturbed,15,30,4,4,3,3,True,1.0,1.0,4.0,True,True
1256,2256,circulant_efficient,10,30,6,6,2,2,True,1.0,1.4,4.0,True,True
1257,2257,cocktail_multipartite,14,84,12,12,2,2,True,1.0,1.8571,4.0,True,True
1258,2258,random_regular,8,16,4,4,2,2,True,1.0,1.25,4.0,True,True
1259,2259,random_dense,8,15,1,5,2,2,True,1.0,1.5,4.0,True,True
1260,2260,greedy_trap,11,15,2,5,3,3,True,1.0,1.6364,4.0,True,True
1261,2261,geometric_setcover,15,18,1,5,3,3,True,1.0,1.2,4.0,True,True
1262,2262,perfect_code_perturbed,9,19,4,5,2,2,True,1.0,1.3333,4.0,True,True
1263,2263,circulant_efficient,10,30,6,6,2,2,True,1.0,1.4,4.0,True,True
1264,2264,cocktail_multipartite,14,72,10,12,2,2,True,1.0,1.8571,4.0,True,True
1265,2265,random_regular,8,16,4,4,2,2,True,1.0,1.25,4.0,True,True
1266,2266,random_dense,8,11,1,5,2,2,True,1.0,1.5,4.0,True,True
1267,2267,greedy_trap,15,16,1,4,4,4,True,1.0,1.3333,4.0,True,True
1268,2268,geometric_setcover,13,15,1,4,3,3,True,1.0,1.1538,4.0,True,True
1269,2269,perfect_code_perturbed,15,30,4,4,3,3,True,1.0,1.0,4.0,True,True
1270,2270,circulant_efficient,14,56,8,8,2,2,True,1.0,1.2857,4.0,True,True
1271,2271,cocktail_multipartite,10,40,8,8,2,2,True,1.0,1.8,4.0,True,True
1272,2272,random_regular,12,24,4,4,3,3,True,1.0,1.25,4.0,True,True
1273,2273,random_dense,8,15,2,6,2,2,True,1.0,1.75,4.0,True,True
1274,2274,greedy_trap,16,23,1,5,3,3,True,1.0,1.125,4.0,True,True
1275,2275,geometric_setcover,15,18,1,5,4,4,True,1.0,1.6,4.0,True,True
1276,2276,perfect_code_perturbed,8,14,3,4,2,2,True,1.0,1.25,4.0,True,True
1277,2277,circulant_efficient,14,56,8,8,2,2,True,1.0,1.2857,4.0,True,True
1278,2278,cocktail_multipartite,6,12,4,4,2,2,True,1.0,1.6667,4.0,True,True
1279,2279,random_regular,14,49,7,7,2,2,True,1.0,1.1429,4.0,True,True
1280,2280,random_dense,12,24,2,7,3,3,True,1.0,2.0,4.0,True,True
1281,2281,greedy_trap,15,19,1,4,3,3,True,1.0,1.0,4.0,True,True
1282,2282,geometric_setcover,13,15,1,4,4,4,True,1.0,1.5385,4.0,True,True
1283,2283,perfect_code_perturbed,16,32,4,4,4,4,True,1.0,1.25,4.0,True,True
1284,2284,circulant_efficient,14,42,6,6,2,2,True,1.0,1.0,4.0,True,True
1285,2285,cocktail_multipartite,8,16,4,4,2,2,True,1.0,1.25,4.0,True,True
1286,2286,random_regular,14,28,4,4,3,3,True,1.0,1.0714,4.0,True,True
1287,2287,random_dense,10,21,3,6,2,2,True,1.0,1.4,4.0,True,True
1288,2288,greedy_trap,15,19,1,4,4,4,True,1.0,1.3333,4.0,True,True
1289,2289,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
1290,2290,perfect_code_perturbed,9,18,4,4,2,2,True,1.0,1.1111,4.0,True,True
1291,2291,circulant_efficient,10,20,4,4,2,2,True,1.0,1.0,4.0,True,True
1292,2292,cocktail_multipartite,14,84,12,12,2,2,True,1.0,1.8571,4.0,True,True
1293,2293,random_regular,16,64,8,8,2,2,True,1.0,1.125,4.0,True,True
1294,2294,random_dense,10,29,4,8,2,2,True,1.0,1.8,4.0,True,True
1295,2295,greedy_trap,14,17,1,4,3,3,True,1.0,1.0714,4.0,True,True
1296,2296,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
1297,2297,perfect_code_perturbed,8,12,3,3,2,2,True,1.0,1.0,4.0,True,True
1298,2298,circulant_efficient,14,42,6,6,2,2,True,1.0,1.0,4.0,True,True
1299,2299,cocktail_multipartite,8,24,6,6,2,2,True,1.0,1.75,4.0,True,True
1300,2300,random_regular,14,49,7,7,2,2,True,1.0,1.1429,4.0,True,True
1301,2301,random_dense,12,26,3,7,3,3,True,1.0,2.0,4.0,True,True
1302,2302,greedy_trap,8,10,1,4,2,2,True,1.0,1.25,4.0,True,True
1303,2303,geometric_setcover,10,10,1,3,4,4,True,1.0,1.6,4.0,True,True
1304,2304,perfect_code_perturbed,13,28,4,5,3,3,True,1.0,1.3846,4.0,True,True
1305,2305,circulant_efficient,12,36,6,6,2,2,True,1.0,1.1667,4.0,True,True
1306,2306,cocktail_multipartite,6,12,4,4,2,2,True,1.0,1.6667,4.0,True,True
1307,2307,random_regular,12,36,6,6,2,2,True,1.0,1.1667,4.0,True,True
1308,2308,random_dense,14,51,4,10,2,2,True,1.0,1.5714,4.0,True,True
1309,2309,greedy_trap,16,25,2,6,4,4,True,1.0,1.75,4.0,True,True
1310,2310,geometric_setcover,15,18,1,5,4,4,True,1.0,1.6,4.0,True,True
1311,2311,perfect_code_perturbed,16,33,4,5,4,4,True,1.0,1.5,4.0,True,True
1312,2312,circulant_efficient,16,32,4,4,4,4,True,1.0,1.25,4.0,True,True
1313,2313,cocktail_multipartite,8,21,5,6,2,2,True,1.0,1.75,4.0,True,True
1314,2314,random_regular,10,15,3,3,3,3,True,1.0,1.2,4.0,True,True
1315,2315,random_dense,12,32,3,8,2,2,True,1.0,1.5,4.0,True,True
1316,2316,greedy_trap,16,20,1,4,4,4,True,1.0,1.25,4.0,True,True
1317,2317,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
1318,2318,perfect_code_perturbed,16,32,4,4,4,4,True,1.0,1.25,4.0,True,True
1319,2319,circulant_efficient,10,20,4,4,2,2,True,1.0,1.0,4.0,True,True
1320,2320,cocktail_multipartite,10,40,8,8,2,2,True,1.0,1.8,4.0,True,True
1321,2321,random_regular,12,30,5,5,3,3,True,1.0,1.5,4.0,True,True
1322,2322,random_dense,8,22,3,7,1,1,True,1.0,1.0,4.0,True,True
1323,2323,greedy_trap,14,19,1,5,4,4,True,1.0,1.7143,4.0,True,True
1324,2324,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
1325,2325,perfect_code_perturbed,13,27,4,5,3,3,True,1.0,1.3846,4.0,True,True
1326,2326,circulant_efficient,16,80,10,10,2,2,True,1.0,1.375,4.0,True,True
1327,2327,cocktail_multipartite,10,40,8,8,2,2,True,1.0,1.8,4.0,True,True
1328,2328,random_regular,10,25,5,5,2,2,True,1.0,1.2,4.0,True,True
1329,2329,random_dense,16,51,4,10,2,2,True,1.0,1.375,4.0,True,True
1330,2330,greedy_trap,10,14,2,4,3,3,True,1.0,1.5,4.0,True,True
1331,2331,geometric_setcover,15,18,1,5,4,4,True,1.0,1.6,4.0,True,True
1332,2332,perfect_code_perturbed,16,33,4,5,4,4,True,1.0,1.5,4.0,True,True
1333,2333,circulant_efficient,10,30,6,6,2,2,True,1.0,1.4,4.0,True,True
1334,2334,cocktail_multipartite,10,33,6,7,2,2,True,1.0,1.6,4.0,True,True
1335,2335,random_regular,16,40,5,5,3,3,True,1.0,1.125,4.0,True,True
1336,2336,random_dense,14,40,3,7,2,2,True,1.0,1.1429,4.0,True,True
1337,2337,greedy_trap,16,17,1,4,4,4,True,1.0,1.25,4.0,True,True
1338,2338,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
1339,2339,perfect_code_perturbed,15,32,4,5,3,3,True,1.0,1.2,4.0,True,True
1340,2340,circulant_efficient,12,36,6,6,2,2,True,1.0,1.1667,4.0,True,True
1341,2341,cocktail_multipartite,11,40,7,8,2,2,True,1.0,1.6364,4.0,True,True
1342,2342,random_regular,16,32,4,4,4,4,True,1.0,1.25,4.0,True,True
1343,2343,random_dense,16,41,2,8,3,3,True,1.0,1.6875,4.0,True,True
1344,2344,greedy_trap,11,13,1,4,3,3,True,1.0,1.3636,4.0,True,True
1345,2345,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
1346,2346,perfect_code_perturbed,15,31,4,5,3,3,True,1.0,1.2,4.0,True,True
1347,2347,circulant_efficient,12,48,8,8,2,2,True,1.0,1.5,4.0,True,True
1348,2348,cocktail_multipartite,8,24,6,6,2,2,True,1.0,1.75,4.0,True,True
1349,2349,random_regular,12,24,4,4,3,3,True,1.0,1.25,4.0,True,True
1350,2350,random_dense,16,56,4,10,3,3,True,1.0,2.0625,4.0,True,True
1351,2351,greedy_trap,10,11,1,4,3,3,True,1.0,1.5,4.0,True,True
1352,2352,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
1353,2353,perfect_code_perturbed,9,18,4,4,2,2,True,1.0,1.1111,4.0,True,True
1354,2354,circulant_efficient,16,48,6,6,3,3,True,1.0,1.3125,4.0,True,True
1355,2355,cocktail_multipartite,6,12,4,4,2,2,True,1.0,1.6667,4.0,True,True
1356,2356,random_regular,14,49,7,7,2,2,True,1.0,1.1429,4.0,True,True
1357,2357,random_dense,12,47,6,11,1,1,True,1.0,1.0,4.0,True,True
1358,2358,greedy_trap,16,18,1,4,4,4,True,1.0,1.25,4.0,True,True
1359,2359,geometric_setcover,10,10,1,3,4,4,True,1.0,1.6,4.0,True,True
1360,2360,perfect_code_perturbed,16,33,4,5,4,4,True,1.0,1.5,4.0,True,True
1361,2361,circulant_efficient,14,28,4,4,3,3,True,1.0,1.0714,4.0,True,True
1362,2362,cocktail_multipartite,11,44,7,9,2,2,True,1.0,1.8182,4.0,True,True
1363,2363,random_regular,16,32,4,4,4,4,True,1.0,1.25,4.0,True,True
1364,2364,random_dense,12,33,3,7,2,2,True,1.0,1.3333,4.0,True,True
1365,2365,greedy_trap,15,18,1,5,4,4,True,1.0,1.6,4.0,True,True
1366,2366,geometric_setcover,15,18,1,5,4,4,True,1.0,1.6,4.0,True,True
1367,2367,perfect_code_perturbed,16,33,4,5,4,4,True,1.0,1.5,4.0,True,True
1368,2368,circulant_efficient,14,42,6,6,2,2,True,1.0,1.0,4.0,True,True
1369,2369,cocktail_multipartite,6,12,4,4,2,2,True,1.0,1.6667,4.0,True,True
1370,2370,random_regular,14,28,4,4,3,3,True,1.0,1.0714,4.0,True,True
1371,2371,random_dense,16,54,4,9,2,2,True,1.0,1.25,4.0,True,True
1372,2372,greedy_trap,16,18,1,4,4,4,True,1.0,1.25,4.0,True,True
1373,2373,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
1374,2374,perfect_code_perturbed,8,14,3,5,2,2,True,1.0,1.5,4.0,True,True
1375,2375,circulant_efficient,14,56,8,8,2,2,True,1.0,1.2857,4.0,True,True
1376,2376,cocktail_multipartite,15,84,11,12,2,2,True,1.0,1.7333,4.0,True,True
1377,2377,random_regular,14,35,5,5,3,3,True,1.0,1.2857,4.0,True,True
1378,2378,random_dense,8,15,2,5,2,2,True,1.0,1.5,4.0,True,True
1379,2379,greedy_trap,7,9,1,3,2,2,True,1.0,1.1429,4.0,True,True
1380,2380,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
1381,2381,perfect_code_perturbed,16,33,4,5,4,4,True,1.0,1.5,4.0,True,True
1382,2382,circulant_efficient,16,64,8,8,2,2,True,1.0,1.125,4.0,True,True
1383,2383,cocktail_multipartite,8,24,6,6,2,2,True,1.0,1.75,4.0,True,True
1384,2384,random_regular,14,28,4,4,4,4,True,1.0,1.4286,4.0,True,True
1385,2385,random_dense,14,54,5,10,2,2,True,1.0,1.5714,4.0,True,True
1386,2386,greedy_trap,16,18,1,4,4,4,True,1.0,1.25,4.0,True,True
1387,2387,geometric_setcover,10,10,1,3,4,4,True,1.0,1.6,4.0,True,True
1388,2388,perfect_code_perturbed,16,34,4,5,4,4,True,1.0,1.5,4.0,True,True
1389,2389,circulant_efficient,12,24,4,4,3,3,True,1.0,1.25,4.0,True,True
1390,2390,cocktail_multipartite,6,12,4,4,2,2,True,1.0,1.6667,4.0,True,True
1391,2391,random_regular,10,15,3,3,3,3,True,1.0,1.2,4.0,True,True
1392,2392,random_dense,12,41,3,10,2,2,True,1.0,1.8333,4.0,True,True
1393,2393,greedy_trap,7,8,2,3,2,2,True,1.0,1.1429,4.0,True,True
1394,2394,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
1395,2395,perfect_code_perturbed,15,32,4,5,3,3,True,1.0,1.2,4.0,True,True
1396,2396,circulant_efficient,12,24,4,4,3,3,True,1.0,1.25,4.0,True,True
1397,2397,cocktail_multipartite,12,60,10,10,2,2,True,1.0,1.8333,4.0,True,True
1398,2398,random_regular,16,40,5,5,3,3,True,1.0,1.125,4.0,True,True
1399,2399,random_dense,12,28,2,8,2,2,True,1.0,1.5,4.0,True,True
1400,2400,greedy_trap,7,7,1,3,2,2,True,1.0,1.1429,4.0,True,True
1401,2401,geometric_setcover,10,10,1,3,3,3,True,1.0,1.2,4.0,True,True
1402,2402,perfect_code_perturbed,7,14,4,4,2,2,True,1.0,1.4286,4.0,True,True
1403,2403,circulant_efficient,10,30,6,6,2,2,True,1.0,1.4,4.0,True,True
1404,2404,cocktail_multipartite,6,12,4,4,2,2,True,1.0,1.6667,4.0,True,True
1405,2405,random_regular,10,25,5,5,2,2,True,1.0,1.2,4.0,True,True
1406,2406,random_dense,14,50,4,11,2,2,True,1.0,1.7143,4.0,True,True
1407,2407,greedy_trap,12,17,1,4,3,3,True,1.0,1.25,4.0,True,True
1408,2408,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
1409,2409,perfect_code_perturbed,16,33,4,5,4,4,True,1.0,1.5,4.0,True,True
1410,2410,circulant_efficient,10,20,4,4,2,2,True,1.0,1.0,4.0,True,True
1411,2411,cocktail_multipartite,8,24,6,6,2,2,True,1.0,1.75,4.0,True,True
1412,2412,random_regular,12,36,6,6,2,2,True,1.0,1.1667,4.0,True,True
1413,2413,random_dense,14,48,4,11,2,2,True,1.0,1.7143,4.0,True,True
1414,2414,greedy_trap,9,10,1,4,2,2,True,1.0,1.1111,4.0,True,True
1415,2415,geometric_setcover,13,15,1,4,4,4,True,1.0,1.5385,4.0,True,True
1416,2416,perfect_code_perturbed,11,23,4,5,2,2,True,1.0,1.0909,4.0,True,True
1417,2417,circulant_efficient,10,30,6,6,2,2,True,1.0,1.4,4.0,True,True
1418,2418,cocktail_multipartite,12,53,8,10,2,2,True,1.0,1.8333,4.0,True,True
1419,2419,random_regular,8,16,4,4,2,2,True,1.0,1.25,4.0,True,True
1420,2420,random_dense,12,39,4,8,2,2,True,1.0,1.5,4.0,True,True
1421,2421,greedy_trap,6,6,1,3,2,2,True,1.0,1.3333,4.0,True,True
1422,2422,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
1423,2423,perfect_code_perturbed,9,18,4,4,2,2,True,1.0,1.1111,4.0,True,True
1424,2424,circulant_efficient,14,56,8,8,2,2,True,1.0,1.2857,4.0,True,True
1425,2425,cocktail_multipartite,8,20,4,6,2,2,True,1.0,1.75,4.0,True,True
1426,2426,random_regular,16,64,8,8,3,3,True,1.0,1.6875,4.0,True,True
1427,2427,random_dense,16,70,3,13,2,2,True,1.0,1.75,4.0,True,True
1428,2428,greedy_trap,15,19,1,4,3,3,True,1.0,1.0,4.0,True,True
1429,2429,geometric_setcover,15,18,1,5,4,4,True,1.0,1.6,4.0,True,True
1430,2430,perfect_code_perturbed,8,13,3,4,2,2,True,1.0,1.25,4.0,True,True
1431,2431,circulant_efficient,16,64,8,8,2,2,True,1.0,1.125,4.0,True,True
1432,2432,cocktail_multipartite,12,53,8,10,2,2,True,1.0,1.8333,4.0,True,True
1433,2433,random_regular,12,36,6,6,2,2,True,1.0,1.1667,4.0,True,True
1434,2434,random_dense,14,67,7,12,2,2,True,1.0,1.8571,4.0,True,True
1435,2435,greedy_trap,16,22,1,4,4,4,True,1.0,1.25,4.0,True,True
1436,2436,geometric_setcover,10,10,1,3,4,4,True,1.0,1.6,4.0,True,True
1437,2437,perfect_code_perturbed,11,24,4,5,3,3,True,1.0,1.6364,4.0,True,True
1438,2438,circulant_efficient,16,48,6,6,3,3,True,1.0,1.3125,4.0,True,True
1439,2439,cocktail_multipartite,14,84,12,12,2,2,True,1.0,1.8571,4.0,True,True
1440,2440,random_regular,14,49,7,7,2,2,True,1.0,1.1429,4.0,True,True
1441,2441,random_dense,14,33,2,8,3,3,True,1.0,1.9286,4.0,True,True
1442,2442,greedy_trap,12,15,1,4,3,3,True,1.0,1.25,4.0,True,True
1443,2443,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
1444,2444,perfect_code_perturbed,16,34,4,5,4,4,True,1.0,1.5,4.0,True,True
1445,2445,circulant_efficient,16,80,10,10,2,2,True,1.0,1.375,4.0,True,True
1446,2446,cocktail_multipartite,10,40,8,8,2,2,True,1.0,1.8,4.0,True,True
1447,2447,random_regular,14,35,5,5,3,3,True,1.0,1.2857,4.0,True,True
1448,2448,random_dense,14,36,2,6,3,3,True,1.0,1.5,4.0,True,True
1449,2449,greedy_trap,9,12,1,4,2,2,True,1.0,1.1111,4.0,True,True
1450,2450,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
1451,2451,perfect_code_perturbed,16,35,4,5,4,4,True,1.0,1.5,4.0,True,True
1452,2452,circulant_efficient,12,24,4,4,3,3,True,1.0,1.25,4.0,True,True
1453,2453,cocktail_multipartite,8,24,6,6,2,2,True,1.0,1.75,4.0,True,True
1454,2454,random_regular,10,20,4,4,3,3,True,1.0,1.5,4.0,True,True
1455,2455,random_dense,14,36,3,9,3,3,True,1.0,2.1429,4.0,True,True
1456,2456,greedy_trap,16,22,1,5,4,4,True,1.0,1.5,4.0,True,True
1457,2457,geometric_setcover,10,10,1,3,3,3,True,1.0,1.2,4.0,True,True
1458,2458,perfect_code_perturbed,15,30,4,4,3,3,True,1.0,1.0,4.0,True,True
1459,2459,circulant_efficient,14,28,4,4,3,3,True,1.0,1.0714,4.0,True,True
1460,2460,cocktail_multipartite,8,20,4,6,2,2,True,1.0,1.75,4.0,True,True
1461,2461,random_regular,8,20,5,5,2,2,True,1.0,1.5,4.0,True,True
1462,2462,random_dense,10,15,1,4,3,3,True,1.0,1.5,4.0,True,True
1463,2463,greedy_trap,7,7,1,3,2,2,True,1.0,1.1429,4.0,True,True
1464,2464,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
1465,2465,perfect_code_perturbed,7,14,4,4,2,2,True,1.0,1.4286,4.0,True,True
1466,2466,circulant_efficient,14,42,6,6,2,2,True,1.0,1.0,4.0,True,True
1467,2467,cocktail_multipartite,6,12,4,4,2,2,True,1.0,1.6667,4.0,True,True
1468,2468,random_regular,12,36,6,6,2,2,True,1.0,1.1667,4.0,True,True
1469,2469,random_dense,12,22,1,8,3,3,True,1.0,2.25,4.0,True,True
1470,2470,greedy_trap,11,13,1,4,3,3,True,1.0,1.3636,4.0,True,True
1471,2471,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
1472,2472,perfect_code_perturbed,8,12,3,3,2,2,True,1.0,1.0,4.0,True,True
1473,2473,circulant_efficient,14,28,4,4,3,3,True,1.0,1.0714,4.0,True,True
1474,2474,cocktail_multipartite,11,40,7,8,2,2,True,1.0,1.6364,4.0,True,True
1475,2475,random_regular,8,16,4,4,2,2,True,1.0,1.25,4.0,True,True
1476,2476,random_dense,10,21,2,6,2,2,True,1.0,1.4,4.0,True,True
1477,2477,greedy_trap,8,14,2,4,2,2,True,1.0,1.25,4.0,True,True
1478,2478,geometric_setcover,13,15,1,4,4,4,True,1.0,1.5385,4.0,True,True
1479,2479,perfect_code_perturbed,8,12,3,3,2,2,True,1.0,1.0,4.0,True,True
1480,2480,circulant_efficient,10,20,4,4,2,2,True,1.0,1.0,4.0,True,True
1481,2481,cocktail_multipartite,12,52,8,10,2,2,True,1.0,1.8333,4.0,True,True
1482,2482,random_regular,10,25,5,5,2,2,True,1.0,1.2,4.0,True,True
1483,2483,random_dense,16,38,1,11,2,2,True,1.0,1.5,4.0,True,True
1484,2484,greedy_trap,13,15,1,3,4,4,True,1.0,1.2308,4.0,True,True
1485,2485,geometric_setcover,10,10,1,3,4,4,True,1.0,1.6,4.0,True,True
1486,2486,perfect_code_perturbed,15,31,4,5,3,3,True,1.0,1.2,4.0,True,True
1487,2487,circulant_efficient,14,42,6,6,2,2,True,1.0,1.0,4.0,True,True
1488,2488,cocktail_multipartite,5,6,2,3,2,2,True,1.0,1.6,4.0,True,True
1489,2489,random_regular,10,15,3,3,3,3,True,1.0,1.2,4.0,True,True
1490,2490,random_dense,12,40,3,11,1,1,True,1.0,1.0,4.0,True,True
1491,2491,greedy_trap,15,22,1,5,4,4,True,1.0,1.6,4.0,True,True
1492,2492,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
1493,2493,perfect_code_perturbed,15,30,4,4,3,3,True,1.0,1.0,4.0,True,True
1494,2494,circulant_efficient,12,24,4,4,3,3,True,1.0,1.25,4.0,True,True
1495,2495,cocktail_multipartite,6,12,4,4,2,2,True,1.0,1.6667,4.0,True,True
1496,2496,random_regular,8,20,5,5,2,2,True,1.0,1.5,4.0,True,True
1497,2497,random_dense,14,25,1,7,3,3,True,1.0,1.7143,4.0,True,True
1498,2498,greedy_trap,8,8,1,4,2,2,True,1.0,1.25,4.0,True,True
1499,2499,geometric_setcover,15,18,1,5,4,4,True,1.0,1.6,4.0,True,True
1500,2500,perfect_code_perturbed,9,18,4,4,2,2,True,1.0,1.1111,4.0,True,True
1501,2501,circulant_efficient,12,36,6,6,2,2,True,1.0,1.1667,4.0,True,True
1502,2502,cocktail_multipartite,14,84,12,12,2,2,True,1.0,1.8571,4.0,True,True
1503,2503,random_regular,12,36,6,6,2,2,True,1.0,1.1667,4.0,True,True
1504,2504,random_dense,8,16,2,5,2,2,True,1.0,1.5,4.0,True,True
1505,2505,greedy_trap,14,24,2,5,3,3,True,1.0,1.2857,4.0,True,True
1506,2506,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
1507,2507,perfect_code_perturbed,13,27,4,5,3,3,True,1.0,1.3846,4.0,True,True
1508,2508,circulant_efficient,12,24,4,4,3,3,True,1.0,1.25,4.0,True,True
1509,2509,cocktail_multipartite,6,12,4,4,2,2,True,1.0,1.6667,4.0,True,True
1510,2510,random_regular,16,40,5,5,3,3,True,1.0,1.125,4.0,True,True
1511,2511,random_dense,14,53,5,12,2,2,True,1.0,1.8571,4.0,True,True
1512,2512,greedy_trap,16,22,1,4,4,4,True,1.0,1.25,4.0,True,True
1513,2513,geometric_setcover,15,18,1,5,4,4,True,1.0,1.6,4.0,True,True
1514,2514,perfect_code_perturbed,8,13,3,4,2,2,True,1.0,1.25,4.0,True,True
1515,2515,circulant_efficient,12,24,4,4,3,3,True,1.0,1.25,4.0,True,True
1516,2516,cocktail_multipartite,11,40,7,8,2,2,True,1.0,1.6364,4.0,True,True
1517,2517,random_regular,10,25,5,5,2,2,True,1.0,1.2,4.0,True,True
1518,2518,random_dense,14,23,1,5,4,4,True,1.0,1.7143,4.0,True,True
1519,2519,greedy_trap,8,10,1,4,2,2,True,1.0,1.25,4.0,True,True
1520,2520,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
1521,2521,perfect_code_perturbed,8,13,3,4,2,2,True,1.0,1.25,4.0,True,True
1522,2522,circulant_efficient,14,28,4,4,3,3,True,1.0,1.0714,4.0,True,True
1523,2523,cocktail_multipartite,14,84,12,12,2,2,True,1.0,1.8571,4.0,True,True
1524,2524,random_regular,8,12,3,3,2,2,True,1.0,1.0,4.0,True,True
1525,2525,random_dense,12,40,5,8,2,2,True,1.0,1.5,4.0,True,True
1526,2526,greedy_trap,8,9,1,3,2,2,True,1.0,1.0,4.0,True,True
1527,2527,geometric_setcover,13,15,1,4,4,4,True,1.0,1.5385,4.0,True,True
1528,2528,perfect_code_perturbed,8,14,3,5,2,2,True,1.0,1.5,4.0,True,True
1529,2529,circulant_efficient,14,28,4,4,3,3,True,1.0,1.0714,4.0,True,True
1530,2530,cocktail_multipartite,7,12,3,4,2,2,True,1.0,1.4286,4.0,True,True
1531,2531,random_regular,14,21,3,3,4,4,True,1.0,1.1429,4.0,True,True
1532,2532,random_dense,10,23,3,7,2,2,True,1.0,1.6,4.0,True,True
1533,2533,greedy_trap,16,18,1,4,4,4,True,1.0,1.25,4.0,True,True
1534,2534,geometric_setcover,15,18,1,5,4,4,True,1.0,1.6,4.0,True,True
1535,2535,perfect_code_perturbed,7,14,4,4,2,2,True,1.0,1.4286,4.0,True,True
1536,2536,circulant_efficient,16,80,10,10,2,2,True,1.0,1.375,4.0,True,True
1537,2537,cocktail_multipartite,8,24,6,6,2,2,True,1.0,1.75,4.0,True,True
1538,2538,random_regular,16,64,8,8,3,3,True,1.0,1.6875,4.0,True,True
1539,2539,random_dense,14,49,5,11,2,2,True,1.0,1.7143,4.0,True,True
1540,2540,greedy_trap,7,6,1,3,2,2,True,1.0,1.1429,4.0,True,True
1541,2541,geometric_setcover,16,21,1,6,4,4,True,1.0,1.75,4.0,True,True
1542,2542,perfect_code_perturbed,7,15,4,5,2,2,True,1.0,1.7143,4.0,True,True
1543,2543,circulant_efficient,10,20,4,4,2,2,True,1.0,1.0,4.0,True,True
1544,2544,cocktail_multipartite,14,73,10,11,2,2,True,1.0,1.7143,4.0,True,True
1545,2545,random_regular,14,49,7,7,2,2,True,1.0,1.1429,4.0,True,True
1546,2546,random_dense,12,17,1,5,4,4,True,1.0,2.0,4.0,True,True
1547,2547,greedy_trap,12,16,1,4,3,3,True,1.0,1.25,4.0,True,True
1548,2548,geometric_setcover,15,18,1,5,4,4,True,1.0,1.6,4.0,True,True
1549,2549,perfect_code_perturbed,9,18,4,4,2,2,True,1.0,1.1111,4.0,True,True
1550,2550,circulant_efficient,12,48,8,8,2,2,True,1.0,1.5,4.0,True,True
1551,2551,cocktail_multipartite,12,52,8,10,2,2,True,1.0,1.8333,4.0,True,True
1552,2552,random_regular,8,20,5,5,2,2,True,1.0,1.5,4.0,True,True
1553,2553,random_dense,10,19,2,5,3,3,True,1.0,1.8,4.0,True,True
1554,2554,greedy_trap,12,15,1,4,3,3,True,1.0,1.25,4.0,True,True
1555,2555,geometric_setcover,15,18,1,5,4,4,True,1.0,1.6,4.0,True,True
1556,2556,perfect_code_perturbed,8,13,3,4,2,2,True,1.0,1.25,4.0,True,True
1557,2557,circulant_efficient,10,30,6,6,2,2,True,1.0,1.4,4.0,True,True
1558,2558,cocktail_multipartite,9,26,5,7,2,2,True,1.0,1.7778,4.0,True,True
1559,2559,random_regular,12,36,6,6,2,2,True,1.0,1.1667,4.0,True,True
1560,2560,random_dense,14,61,5,12,2,2,True,1.0,1.8571,4.0,True,True
1561,2561,greedy_trap,7,10,2,4,2,2,True,1.0,1.4286,4.0,True,True
1562,2562,geometric_setcover,15,18,1,5,4,4,True,1.0,1.6,4.0,True,True
1563,2563,perfect_code_perturbed,15,30,4,4,3,3,True,1.0,1.0,4.0,True,True
1564,2564,circulant_efficient,10,20,4,4,2,2,True,1.0,1.0,4.0,True,True
1565,2565,cocktail_multipartite,10,40,8,8,2,2,True,1.0,1.8,4.0,True,True
1566,2566,random_regular,8,16,4,4,2,2,True,1.0,1.25,4.0,True,True
1567,2567,random_dense,12,29,2,8,2,2,True,1.0,1.5,4.0,True,True
1568,2568,greedy_trap,16,15,1,4,4,4,True,1.0,1.25,4.0,True,True
1569,2569,geometric_setcover,15,18,1,5,4,4,True,1.0,1.6,4.0,True,True
