index,seed,family,n,m,delta,Delta,gamma,furones_size,furones_valid,ratio,tau,rho_n,within_rho,optimal
4957,5957,geometric_setcover,13,15,1,4,4,4,True,1.0,1.5385,4.0,True,True
4958,5958,perfect_code_perturbed,7,15,4,5,2,2,True,1.0,1.7143,4.0,True,True
4959,5959,circulant_efficient,14,56,8,8,2,2,True,1.0,1.2857,4.0,True,True
4960,5960,cocktail_multipartite,12,53,8,10,2,2,True,1.0,1.8333,4.0,True,True
4961,5961,random_regular,14,21,3,3,4,4,True,1.0,1.1429,4.0,True,True
4962,5962,random_dense,16,29,1,7,5,5,True,1.0,2.5,4.0,True,True
4963,5963,greedy_trap,15,20,2,4,4,4,True,1.0,1.3333,4.0,True,True
4964,5964,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
4965,5965,perfect_code_perturbed,16,32,4,4,4,4,True,1.0,1.25,4.0,True,True
4966,5966,circulant_efficient,16,80,10,10,2,2,True,1.0,1.375,4.0,True,True
4967,5967,cocktail_multipartite,9,27,6,6,2,2,True,1.0,1.5556,4.0,True,True
4968,5968,random_regular,10,15,3,3,3,3,True,1.0,1.2,4.0,True,True
4969,5969,random_dense,8,15,3,6,2,2,True,1.0,1.75,4.0,True,True
4970,5970,greedy_trap,14,17,1,4,4,4,True,1.0,1.4286,4.0,True,True
4971,5971,geometric_setcover,15,18,1,5,4,4,True,1.0,1.6,4.0,True,True
4972,5972,perfect_code_perturbed,16,33,4,5,4,4,True,1.0,1.5,4.0,True,True
4973,5973,circulant_efficient,16,32,4,4,4,4,True,1.0,1.25,4.0,True,True
4974,5974,cocktail_multipartite,12,60,10,10,2,2,True,1.0,1.8333,4.0,True,True
4975,5975,random_regular,14,21,3,3,4,4,True,1.0,1.1429,4.0,True,True
4976,5976,random_dense,12,21,1,6,3,3,True,1.0,1.75,4.0,True,True
4977,5977,greedy_trap,10,15,2,4,3,3,True,1.0,1.5,4.0,True,True
4978,5978,geometric_setcover,15,18,1,5,4,4,True,1.0,1.6,4.0,True,True
4979,5979,perfect_code_perturbed,16,33,4,5,4,4,True,1.0,1.5,4.0,True,True
4980,5980,circulant_efficient,14,42,6,6,2,2,True,1.0,1.0,4.0,True,True
4981,5981,cocktail_multipartite,9,27,6,6,2,2,True,1.0,1.5556,4.0,True,True
4982,5982,random_regular,12,36,6,6,2,2,True,1.0,1.1667,4.0,True,True
4983,5983,random_dense,14,55,5,10,2,2,True,1.0,1.5714,4.0,True,True
4984,5984,greedy_trap,10,17,1,5,2,2,True,1.0,1.2,4.0,True,True
4985,5985,geometric_setcover,10,10,1,3,3,3,True,1.0,1.2,4.0,True,True
4986,5986,perfect_code_perturbed,15,30,4,4,3,3,True,1.0,1.0,4.0,True,True
4987,5987,circulant_efficient,16,48,6,6,3,3,True,1.0,1.3125,4.0,True,True
4988,5988,cocktail_multipartite,8,24,6,6,2,2,True,1.0,1.75,4.0,True,True
4989,5989,random_regular,10,25,5,5,2,2,True,1.0,1.2,4.0,True,True
4990,5990,random_dense,8,18,3,6,2,2,True,1.0,1.75,4.0,True,True
4991,5991,greedy_trap,6,8,2,3,2,2,True,1.0,1.3333,4.0,True,True
4992,5992,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
4993,5993,perfect_code_perturbed,8,12,3,3,2,2,True,1.0,1.0,4.0,True,True
4994,5994,circulant_efficient,16,32,4,4,4,4,True,1.0,1.25,4.0,True,True
4995,5995,cocktail_multipartite,12,53,8,10,2,2,True,1.0,1.8333,4.0,True,True
4996,5996,random_regular,16,32,4,4,4,4,True,1.0,1.25,4.0,True,True
4997,5997,random_dense,14,27,1,6,4,4,True,1.0,2.0,4.0,True,True
4998,5998,greedy_trap,8,14,2,5,2,2,True,1.0,1.5,4.0,True,True
4999,5999,geometric_setcover,15,18,1,5,4,4,True,1.0,1.6,4.0,True,True
5000,6000,perfect_code_perturbed,8,12,3,3,2,2,True,1.0,1.0,4.0,True,True
5001,6001,circulant_efficient,14,56,8,8,2,2,True,1.0,1.2857,4.0,True,True
5002,6002,cocktail_multipartite,8,16,4,4,2,2,True,1.0,1.25,4.0,True,True
5003,6003,random_regular,12,30,5,5,3,3,True,1.0,1.5,4.0,True,True
5004,6004,random_dense,16,70,4,12,2,2,True,1.0,1.625,4.0,True,True
5005,6005,greedy_trap,8,12,1,4,2,2,True,1.0,1.25,4.0,True,True
5006,6006,geometric_setcover,10,10,1,3,3,3,True,1.0,1.2,4.0,True,True
5007,6007,perfect_code_perturbed,16,33,4,5,4,4,True,1.0,1.5,4.0,True,True
5008,6008,circulant_efficient,12,36,6,6,2,2,True,1.0,1.1667,4.0,True,True
5009,6009,cocktail_multipartite,13,62,9,11,2,2,True,1.0,1.8462,4.0,True,True
5010,6010,random_regular,12,24,4,4,3,3,True,1.0,1.25,4.0,True,True
5011,6011,random_dense,12,30,2,7,3,3,True,1.0,2.0,4.0,True,True
5012,6012,greedy_trap,16,25,1,4,4,4,True,1.0,1.25,4.0,True,True
5013,6013,geometric_setcover,13,15,1,4,4,4,True,1.0,1.5385,4.0,True,True
5014,6014,perfect_code_perturbed,15,32,4,5,3,3,True,1.0,1.2,4.0,True,True
5015,6015,circulant_efficient,12,24,4,4,3,3,True,1.0,1.25,4.0,True,True
5016,6016,cocktail_multipartite,14,72,10,12,2,2,True,1.0,1.8571,4.0,True,True
5017,6017,random_regular,14,35,5,5,3,3,True,1.0,1.2857,4.0,True,True
5018,6018,random_dense,12,29,1,8,3,3,True,1.0,2.25,4.0,True,True
5019,6019,greedy_trap,9,15,1,5,2,2,True,1.0,1.3333,4.0,True,True
5020,6020,geometric_setcover,13,15,1,4,4,4,True,1.0,1.5385,4.0,True,True
5021,6021,perfect_code_perturbed,15,31,4,5,3,3,True,1.0,1.2,4.0,True,True
5022,6022,circulant_efficient,16,80,10,10,2,2,True,1.0,1.375,4.0,True,True
5023,6023,cocktail_multipartite,6,12,4,4,2,2,True,1.0,1.6667,4.0,True,True
5024,6024,random_regular,10,20,4,4,2,2,True,1.0,1.0,4.0,True,True
5025,6025,random_dense,14,36,2,8,3,3,True,1.0,1.9286,4.0,True,True
5026,6026,greedy_trap,9,9,1,3,3,3,True,1.0,1.3333,4.0,True,True
5027,6027,geometric_setcover,10,10,1,3,3,3,True,1.0,1.2,4.0,True,True
5028,6028,perfect_code_perturbed,9,19,4,5,2,2,True,1.0,1.3333,4.0,True,True
5029,6029,circulant_efficient,10,20,4,4,2,2,True,1.0,1.0,4.0,True,True
5030,6030,cocktail_multipartite,12,60,10,10,2,2,True,1.0,1.8333,4.0,True,True
5031,6031,random_regular,14,49,7,7,2,2,True,1.0,1.1429,4.0,True,True
5032,6032,random_dense,12,31,2,7,2,2,True,1.0,1.3333,4.0,True,True
5033,6033,greedy_trap,13,19,1,5,3,3,True,1.0,1.3846,4.0,True,True
5034,6034,geometric_setcover,10,10,1,3,3,3,True,1.0,1.2,4.0,True,True
5035,6035,perfect_code_perturbed,16,33,4,5,4,4,True,1.0,1.5,4.0,True,True
5036,6036,circulant_efficient,16,32,4,4,4,4,True,1.0,1.25,4.0,True,True
5037,6037,cocktail_multipartite,9,26,5,7,2,2,True,1.0,1.7778,4.0,True,True
5038,6038,random_regular,10,15,3,3,3,3,True,1.0,1.2,4.0,True,True
5039,6039,random_dense,16,82,7,13,2,2,True,1.0,1.75,4.0,True,True
5040,6040,greedy_trap,13,19,1,4,3,3,True,1.0,1.1538,4.0,True,True
5041,6041,geometric_setcover,10,10,1,3,3,3,True,1.0,1.2,4.0,True,True
5042,6042,perfect_code_perturbed,9,18,4,4,2,2,True,1.0,1.1111,4.0,True,True
5043,6043,circulant_efficient,10,20,4,4,2,2,True,1.0,1.0,4.0,True,True
5044,6044,cocktail_multipartite,14,72,10,12,2,2,True,1.0,1.8571,4.0,True,True
5045,6045,random_regular,14,35,5,5,3,3,True,1.0,1.2857,4.0,True,True
5046,6046,random_dense,16,59,4,10,2,2,True,1.0,1.375,4.0,True,True
5047,6047,greedy_trap,10,15,1,5,3,3,True,1.0,1.8,4.0,True,True
5048,6048,geometric_setcover,15,18,1,5,4,4,True,1.0,1.6,4.0,True,True
5049,6049,perfect_code_perturbed,16,34,4,6,4,4,True,1.0,1.75,4.0,True,True
5050,6050,circulant_efficient,16,48,6,6,3,3,True,1.0,1.3125,4.0,True,True
5051,6051,cocktail_multipartite,4,4,2,2,2,2,True,1.0,1.5,4.0,True,True
5052,6052,random_regular,16,40,5,5,3,3,True,1.0,1.125,4.0,True,True
5053,6053,random_dense,10,19,2,6,3,3,True,1.0,2.1,4.0,True,True
5054,6054,greedy_trap,10,10,1,3,3,3,True,1.0,1.2,4.0,True,True
5055,6055,geometric_setcover,13,15,1,4,4,4,True,1.0,1.5385,4.0,True,True
5056,6056,perfect_code_perturbed,16,32,4,4,4,4,True,1.0,1.25,4.0,True,True
5057,6057,circulant_efficient,12,48,8,8,2,2,True,1.0,1.5,4.0,True,True
5058,6058,cocktail_multipartite,10,36,6,8,2,2,True,1.0,1.8,4.0,True,True
5059,6059,random_regular,16,24,3,3,5,5,True,1.0,1.25,4.0,True,True
5060,6060,random_dense,8,11,1,4,2,2,True,1.0,1.25,4.0,True,True
5061,6061,greedy_trap,14,18,1,5,4,4,True,1.0,1.7143,4.0,True,True
5062,6062,geometric_setcover,13,15,1,4,4,4,True,1.0,1.5385,4.0,True,True
5063,6063,perfect_code_perturbed,13,28,4,5,3,3,True,1.0,1.3846,4.0,True,True
5064,6064,circulant_efficient,14,56,8,8,2,2,True,1.0,1.2857,4.0,True,True
5065,6065,cocktail_multipartite,10,40,8,8,2,2,True,1.0,1.8,4.0,True,True
5066,6066,random_regular,16,40,5,5,4,4,True,1.0,1.5,4.0,True,True
5067,6067,random_dense,10,27,4,7,2,2,True,1.0,1.6,4.0,True,True
5068,6068,greedy_trap,9,14,2,5,2,2,True,1.0,1.3333,4.0,True,True
5069,6069,geometric_setcover,10,10,1,3,4,4,True,1.0,1.6,4.0,True,True
5070,6070,perfect_code_perturbed,8,12,3,3,2,2,True,1.0,1.0,4.0,True,True
5071,6071,circulant_efficient,12,24,4,4,3,3,True,1.0,1.25,4.0,True,True
5072,6072,cocktail_multipartite,14,84,12,12,2,2,True,1.0,1.8571,4.0,True,True
5073,6073,random_regular,10,20,4,4,2,2,True,1.0,1.0,4.0,True,True
5074,6074,random_dense,16,88,7,13,2,2,True,1.0,1.75,4.0,True,True
5075,6075,greedy_trap,8,14,2,5,2,2,True,1.0,1.5,4.0,True,True
5076,6076,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
5077,6077,perfect_code_perturbed,13,28,4,5,3,3,True,1.0,1.3846,4.0,True,True
5078,6078,circulant_efficient,14,56,8,8,2,2,True,1.0,1.2857,4.0,True,True
5079,6079,cocktail_multipartite,11,40,7,8,2,2,True,1.0,1.6364,4.0,True,True
5080,6080,random_regular,12,30,5,5,3,3,True,1.0,1.5,4.0,True,True
5081,6081,random_dense,16,60,5,9,2,2,True,1.0,1.25,4.0,True,True
5082,6082,greedy_trap,8,9,1,3,2,2,True,1.0,1.0,4.0,True,True
5083,6083,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
5084,6084,perfect_code_perturbed,16,33,4,5,4,4,True,1.0,1.5,4.0,True,True
5085,6085,circulant_efficient,14,42,6,6,2,2,True,1.0,1.0,4.0,True,True
5086,6086,cocktail_multipartite,6,8,2,4,2,2,True,1.0,1.6667,4.0,True,True
5087,6087,random_regular,16,64,8,8,3,3,True,1.0,1.6875,4.0,True,True
5088,6088,random_dense,16,48,3,8,3,3,True,1.0,1.6875,4.0,True,True
5089,6089,greedy_trap,15,17,1,4,4,4,True,1.0,1.3333,4.0,True,True
5090,6090,geometric_setcover,15,18,1,5,4,4,True,1.0,1.6,4.0,True,True
5091,6091,perfect_code_perturbed,8,13,3,4,2,2,True,1.0,1.25,4.0,True,True
5092,6092,circulant_efficient,10,20,4,4,2,2,True,1.0,1.0,4.0,True,True
5093,6093,cocktail_multipartite,8,24,6,6,2,2,True,1.0,1.75,4.0,True,True
5094,6094,random_regular,10,25,5,5,2,2,True,1.0,1.2,4.0,True,True
5095,6095,random_dense,14,62,7,11,2,2,True,1.0,1.7143,4.0,True,True
5096,6096,greedy_trap,16,24,2,5,4,4,True,1.0,1.5,4.0,True,True
5097,6097,geometric_setcover,15,18,1,5,4,4,True,1.0,1.6,4.0,True,True
5098,6098,perfect_code_perturbed,15,30,4,4,3,3,True,1.0,1.0,4.0,True,True
5099,6099,circulant_efficient,12,48,8,8,2,2,True,1.0,1.5,4.0,True,True
5100,6100,cocktail_multipartite,6,12,4,4,2,2,True,1.0,1.6667,4.0,True,True
5101,6101,random_regular,14,21,3,3,4,4,True,1.0,1.1429,4.0,True,True
5102,6102,random_dense,12,21,2,6,3,3,True,1.0,1.75,4.0,True,True
5103,6103,greedy_trap,10,11,1,3,3,3,True,1.0,1.2,4.0,True,True
5104,6104,geometric_setcover,10,10,1,3,3,3,True,1.0,1.2,4.0,True,True
5105,6105,perfect_code_perturbed,16,32,4,4,4,4,True,1.0,1.25,4.0,True,True
5106,6106,circulant_efficient,12,24,4,4,3,3,True,1.0,1.25,4.0,True,True
5107,6107,cocktail_multipartite,8,24,6,6,2,2,True,1.0,1.75,4.0,True,True
5108,6108,random_regular,8,20,5,5,2,2,True,1.0,1.5,4.0,True,True
5109,6109,random_dense,10,31,4,8,2,2,True,1.0,1.8,4.0,True,True
5110,6110,greedy_trap,16,17,1,4,4,4,True,1.0,1.25,4.0,True,True
5111,6111,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
5112,6112,perfect_code_perturbed,15,32,4,5,3,3,True,1.0,1.2,4.0,True,True
5113,6113,circulant_efficient,14,42,6,6,2,2,True,1.0,1.0,4.0,True,True
5114,6114,cocktail_multipartite,14,84,12,12,2,2,True,1.0,1.8571,4.0,True,True
5115,6115,random_regular,10,25,5,5,2,2,True,1.0,1.2,4.0,True,True
5116,6116,random_dense,10,28,3,8,2,2,True,1.0,1.8,4.0,True,True
5117,6117,greedy_trap,6,7,2,3,2,2,True,1.0,1.3333,4.0,True,True
5118,6118,geometric_setcover,10,10,1,3,3,3,True,1.0,1.2,4.0,True,True
5119,6119,perfect_code_perturbed,7,15,4,5,2,2,True,1.0,1.7143,4.0,True,True
5120,6120,circulant_efficient,12,48,8,8,2,2,True,1.0,1.5,4.0,True,True
5121,6121,cocktail_multipartite,11,40,7,8,2,2,True,1.0,1.6364,4.0,True,True
5122,6122,random_regular,16,32,4,4,4,4,True,1.0,1.25,4.0,True,True
5123,6123,random_dense,8,15,2,5,2,2,True,1.0,1.5,4.0,True,True
5124,6124,greedy_trap,15,18,1,4,4,4,True,1.0,1.3333,4.0,True,True
5125,6125,geometric_setcover,13,15,1,4,3,3,True,1.0,1.1538,4.0,True,True
5126,6126,perfect_code_perturbed,8,13,3,4,2,2,True,1.0,1.25,4.0,True,True
5127,6127,circulant_efficient,12,48,8,8,2,2,True,1.0,1.5,4.0,True,True
5128,6128,cocktail_multipartite,7,16,4,5,2,2,True,1.0,1.7143,4.0,True,True
5129,6129,random_regular,8,16,4,4,2,2,True,1.0,1.25,4.0,True,True
5130,6130,random_dense,14,24,2,5,4,4,True,1.0,1.7143,4.0,True,True
5131,6131,greedy_trap,15,21,1,5,4,4,True,1.0,1.6,4.0,True,True
5132,6132,geometric_setcover,13,15,1,4,4,4,True,1.0,1.5385,4.0,True,True
5133,6133,perfect_code_perturbed,8,14,3,5,2,2,True,1.0,1.5,4.0,True,True
5134,6134,circulant_efficient,16,64,8,8,2,2,True,1.0,1.125,4.0,True,True
5135,6135,cocktail_multipartite,6,12,4,4,2,2,True,1.0,1.6667,4.0,True,True
5136,6136,random_regular,14,21,3,3,4,4,True,1.0,1.1429,4.0,True,True
5137,6137,random_dense,8,18,2,7,1,1,True,1.0,1.0,4.0,True,True
5138,6138,greedy_trap,10,9,1,3,3,3,True,1.0,1.2,4.0,True,True
5139,6139,geometric_setcover,13,15,1,4,4,4,True,1.0,1.5385,4.0,True,True
5140,6140,perfect_code_perturbed,9,18,4,4,2,2,True,1.0,1.1111,4.0,True,True
5141,6141,circulant_efficient,12,24,4,4,3,3,True,1.0,1.25,4.0,True,True
5142,6142,cocktail_multipartite,11,40,7,8,2,2,True,1.0,1.6364,4.0,True,True
5143,6143,random_regular,14,28,4,4,3,3,True,1.0,1.0714,4.0,True,True
5144,6144,random_dense,8,20,3,6,2,2,True,1.0,1.75,4.0,True,True
5145,6145,greedy_trap,16,20,1,5,4,4,True,1.0,1.5,4.0,True,True
5146,6146,geometric_setcover,15,18,1,5,4,4,True,1.0,1.6,4.0,True,True
5147,6147,perfect_code_perturbed,8,13,3,4,2,2,True,1.0,1.25,4.0,True,True
5148,6148,circulant_efficient,14,42,6,6,2,2,True,1.0,1.0,4.0,True,True
5149,6149,cocktail_multipartite,10,33,6,7,2,2,True,1.0,1.6,4.0,True,True
5150,6150,random_regular,8,16,4,4,2,2,True,1.0,1.25,4.0,True,True
5151,6151,random_dense,16,41,3,8,3,3,True,1.0,1.6875,4.0,True,True
5152,6152,greedy_trap,12,14,1,4,3,3,True,1.0,1.25,4.0,True,True
5153,6153,geometric_setcover,10,10,1,3,4,4,True,1.0,1.6,4.0,True,True
5154,6154,perfect_code_perturbed,15,30,4,4,3,3,True,1.0,1.0,4.0,True,True
5155,6155,circulant_efficient,16,80,10,10,2,2,True,1.0,1.375,4.0,True,True
5156,6156,cocktail_multipartite,13,62,9,11,2,2,True,1.0,1.8462,4.0,True,True
5157,6157,random_regular,14,49,7,7,2,2,True,1.0,1.1429,4.0,True,True
5158,6158,random_dense,10,31,3,8,2,2,True,1.0,1.8,4.0,True,True
5159,6159,greedy_trap,7,7,1,3,2,2,True,1.0,1.1429,4.0,True,True
5160,6160,geometric_setcover,13,15,1,4,3,3,True,1.0,1.1538,4.0,True,True
5161,6161,perfect_code_perturbed,16,32,4,4,4,4,True,1.0,1.25,4.0,True,True
5162,6162,circulant_efficient,12,48,8,8,2,2,True,1.0,1.5,4.0,True,True
5163,6163,cocktail_multipartite,6,12,4,4,2,2,True,1.0,1.6667,4.0,True,True
5164,6164,random_regular,8,20,5,5,2,2,True,1.0,1.5,4.0,True,True
5165,6165,random_dense,16,39,1,8,3,3,True,1.0,1.6875,4.0,True,True
5166,6166,greedy_trap,16,22,1,5,4,4,True,1.0,1.5,4.0,True,True
5167,6167,geometric_setcover,10,10,1,3,3,3,True,1.0,1.2,4.0,True,True
5168,6168,perfect_code_perturbed,16,32,4,4,4,4,True,1.0,1.25,4.0,True,True
5169,6169,circulant_efficient,10,20,4,4,2,2,True,1.0,1.0,4.0,True,True
5170,6170,cocktail_multipartite,6,12,4,4,2,2,True,1.0,1.6667,4.0,True,True
5171,6171,random_regular,8,16,4,4,2,2,True,1.0,1.25,4.0,True,True
5172,6172,random_dense,8,11,1,5,3,3,True,1.0,2.25,4.0,True,True
5173,6173,greedy_trap,10,18,3,4,2,2,True,1.0,1.0,4.0,True,True
5174,6174,geometric_setcover,15,18,1,5,4,4,True,1.0,1.6,4.0,True,True
5175,6175,perfect_code_perturbed,16,33,4,5,4,4,True,1.0,1.5,4.0,True,True
5176,6176,circulant_efficient,16,64,8,8,2,2,True,1.0,1.125,4.0,True,True
5177,6177,cocktail_multipartite,6,12,4,4,2,2,True,1.0,1.6667,4.0,True,True
5178,6178,random_regular,8,20,5,5,2,2,True,1.0,1.5,4.0,True,True
5179,6179,random_dense,16,61,5,10,2,2,True,1.0,1.375,4.0,True,True
5180,6180,greedy_trap,11,15,2,5,3,3,True,1.0,1.6364,4.0,True,True
5181,6181,geometric_setcover,15,18,1,5,3,3,True,1.0,1.2,4.0,True,True
5182,6182,perfect_code_perturbed,9,19,4,5,2,2,True,1.0,1.3333,4.0,True,True
5183,6183,circulant_efficient,16,48,6,6,3,3,True,1.0,1.3125,4.0,True,True
5184,6184,cocktail_multipartite,9,26,5,7,2,2,True,1.0,1.7778,4.0,True,True
5185,6185,random_regular,16,24,3,3,4,5,True,1.25,1.0,4.0,True,False
5186,6186,random_dense,12,31,1,8,3,3,True,1.0,2.25,4.0,True,True
5187,6187,greedy_trap,10,13,1,4,2,2,True,1.0,1.0,4.0,True,True
5188,6188,geometric_setcover,15,18,1,5,3,3,True,1.0,1.2,4.0,True,True
5189,6189,perfect_code_perturbed,16,32,4,4,4,4,True,1.0,1.25,4.0,True,True
5190,6190,circulant_efficient,16,48,6,6,3,3,True,1.0,1.3125,4.0,True,True
5191,6191,cocktail_multipartite,8,16,4,4,2,2,True,1.0,1.25,4.0,True,True
5192,6192,random_regular,8,20,5,5,2,2,True,1.0,1.5,4.0,True,True
5193,6193,random_dense,10,29,4,7,2,2,True,1.0,1.6,4.0,True,True
5194,6194,greedy_trap,16,22,1,4,4,4,True,1.0,1.25,4.0,True,True
5195,6195,geometric_setcover,15,18,1,5,3,3,True,1.0,1.2,4.0,True,True
5196,6196,perfect_code_perturbed,15,31,4,5,3,3,True,1.0,1.2,4.0,True,True
5197,6197,circulant_efficient,14,42,6,6,2,2,True,1.0,1.0,4.0,True,True
5198,6198,cocktail_multipartite,12,60,10,10,2,2,True,1.0,1.8333,4.0,True,True
5199,6199,random_regular,10,20,4,4,3,3,True,1.0,1.5,4.0,True,True
5200,6200,random_dense,10,16,1,5,3,3,True,1.0,1.8,4.0,True,True
5201,6201,greedy_trap,16,25,1,5,4,4,True,1.0,1.5,4.0,True,True
5202,6202,geometric_setcover,13,15,1,4,4,4,True,1.0,1.5385,4.0,True,True
5203,6203,perfect_code_perturbed,16,32,4,4,4,4,True,1.0,1.25,4.0,True,True
5204,6204,circulant_efficient,10,20,4,4,2,2,True,1.0,1.0,4.0,True,True
5205,6205,cocktail_multipartite,8,24,6,6,2,2,True,1.0,1.75,4.0,True,True
5206,6206,random_regular,14,21,3,3,4,4,True,1.0,1.1429,4.0,True,True
5207,6207,random_dense,16,57,4,11,2,2,True,1.0,1.5,4.0,True,True
5208,6208,greedy_trap,15,21,1,4,4,4,True,1.0,1.3333,4.0,True,True
5209,6209,geometric_setcover,10,10,1,3,4,4,True,1.0,1.6,4.0,True,True
5210,6210,perfect_code_perturbed,8,14,3,4,2,2,True,1.0,1.25,4.0,True,True
5211,6211,circulant_efficient,12,36,6,6,2,2,True,1.0,1.1667,4.0,True,True
5212,6212,cocktail_multipartite,14,84,12,12,2,2,True,1.0,1.8571,4.0,True,True
5213,6213,random_regular,10,25,5,5,2,2,True,1.0,1.2,4.0,True,True
5214,6214,random_dense,12,44,6,9,2,2,True,1.0,1.6667,4.0,True,True
5215,6215,greedy_trap,16,20,1,4,4,4,True,1.0,1.25,4.0,True,True
5216,6216,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
5217,6217,perfect_code_perturbed,11,22,4,4,3,3,True,1.0,1.3636,4.0,True,True
5218,6218,circulant_efficient,12,48,8,8,2,2,True,1.0,1.5,4.0,True,True
5219,6219,cocktail_multipartite,14,84,12,12,2,2,True,1.0,1.8571,4.0,True,True
5220,6220,random_regular,10,25,5,5,2,2,True,1.0,1.2,4.0,True,True
5221,6221,random_dense,10,18,2,6,3,3,True,1.0,2.1,4.0,True,True
5222,6222,greedy_trap,12,13,1,3,3,3,True,1.0,1.0,4.0,True,True
5223,6223,geometric_setcover,15,18,1,5,4,4,True,1.0,1.6,4.0,True,True
5224,6224,perfect_code_perturbed,9,18,4,4,2,2,True,1.0,1.1111,4.0,True,True
5225,6225,circulant_efficient,12,24,4,4,3,3,True,1.0,1.25,4.0,True,True
5226,6226,cocktail_multipartite,8,24,6,6,2,2,True,1.0,1.75,4.0,True,True
5227,6227,random_regular,12,18,3,3,3,3,True,1.0,1.0,4.0,True,True
5228,6228,random_dense,10,13,1,4,3,3,True,1.0,1.5,4.0,True,True
5229,6229,greedy_trap,16,18,1,5,4,4,True,1.0,1.5,4.0,True,True
5230,6230,geometric_setcover,15,18,1,5,3,3,True,1.0,1.2,4.0,True,True
5231,6231,perfect_code_perturbed,16,35,4,6,4,4,True,1.0,1.75,4.0,True,True
5232,6232,circulant_efficient,10,20,4,4,2,2,True,1.0,1.0,4.0,True,True
5233,6233,cocktail_multipartite,6,9,3,3,2,2,True,1.0,1.3333,4.0,True,True
5234,6234,random_regular,14,28,4,4,4,4,True,1.0,1.4286,4.0,True,True
5235,6235,random_dense,10,15,1,5,3,3,True,1.0,1.8,4.0,True,True
5236,6236,greedy_trap,15,18,1,4,3,3,True,1.0,1.0,4.0,True,True
5237,6237,geometric_setcover,10,10,1,3,3,3,True,1.0,1.2,4.0,True,True
5238,6238,perfect_code_perturbed,16,32,4,4,4,4,True,1.0,1.25,4.0,True,True
5239,6239,circulant_efficient,16,32,4,4,4,4,True,1.0,1.25,4.0,True,True
5240,6240,cocktail_multipartite,12,53,8,10,2,2,True,1.0,1.8333,4.0,True,True
5241,6241,random_regular,16,24,3,3,4,4,True,1.0,1.0,4.0,True,True
5242,6242,random_dense,8,13,2,4,2,2,True,1.0,1.25,4.0,True,True
5243,6243,greedy_trap,7,7,1,3,2,2,True,1.0,1.1429,4.0,True,True
5244,6244,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
5245,6245,perfect_code_perturbed,16,34,4,5,4,4,True,1.0,1.5,4.0,True,True
5246,6246,circulant_efficient,12,36,6,6,2,2,True,1.0,1.1667,4.0,True,True
5247,6247,cocktail_multipartite,14,73,10,11,2,2,True,1.0,1.7143,4.0,True,True
5248,6248,random_regular,16,40,5,5,3,3,True,1.0,1.125,4.0,True,True
5249,6249,random_dense,12,43,4,10,2,2,True,1.0,1.8333,4.0,True,True
5250,6250,greedy_trap,13,18,1,4,3,3,True,1.0,1.1538,4.0,True,True
5251,6251,geometric_setcover,13,15,1,4,4,4,True,1.0,1.5385,4.0,True,True
5252,6252,perfect_code_perturbed,16,33,4,5,4,4,True,1.0,1.5,4.0,True,True
5253,6253,circulant_efficient,16,64,8,8,2,2,True,1.0,1.125,4.0,True,True
5254,6254,cocktail_multipartite,10,33,6,7,2,2,True,1.0,1.6,4.0,True,True
5255,6255,random_regular,8,12,3,3,3,3,True,1.0,1.5,4.0,True,True
5256,6256,random_dense,10,25,2,7,2,2,True,1.0,1.6,4.0,True,True
5257,6257,greedy_trap,10,14,1,4,2,2,True,1.0,1.0,4.0,True,True
5258,6258,geometric_setcover,10,10,1,3,4,4,True,1.0,1.6,4.0,True,True
5259,6259,perfect_code_perturbed,16,34,4,5,4,4,True,1.0,1.5,4.0,True,True
5260,6260,circulant_efficient,14,28,4,4,3,3,True,1.0,1.0714,4.0,True,True
5261,6261,cocktail_multipartite,14,73,10,11,2,2,True,1.0,1.7143,4.0,True,True
5262,6262,random_regular,8,16,4,4,2,2,True,1.0,1.25,4.0,True,True
5263,6263,random_dense,12,35,4,8,2,2,True,1.0,1.5,4.0,True,True
5264,6264,greedy_trap,15,23,2,5,4,4,True,1.0,1.6,4.0,True,True
5265,6265,geometric_setcover,15,18,1,5,4,4,True,1.0,1.6,4.0,True,True
5266,6266,perfect_code_perturbed,16,33,4,5,4,4,True,1.0,1.5,4.0,True,True
5267,6267,circulant_efficient,12,24,4,4,3,3,True,1.0,1.25,4.0,True,True
5268,6268,cocktail_multipartite,7,12,3,4,2,2,True,1.0,1.4286,4.0,True,True
5269,6269,random_regular,14,21,3,3,4,4,True,1.0,1.1429,4.0,True,True
5270,6270,random_dense,16,52,1,10,3,3,True,1.0,2.0625,4.0,True,True
5271,6271,greedy_trap,16,15,1,5,3,3,True,1.0,1.125,4.0,True,True
5272,6272,geometric_setcover,15,18,1,5,4,4,True,1.0,1.6,4.0,True,True
